REP_FULLNAME,REP_STATE,REP_TYPE,REP_PARTY,COMPANY_TICKER,COMPANY_CODE,COMPANY_COUNTRY,COMPANY_NAME,TRANSACTION_TYPE,TRANSACTION_DATE,TRANSACTION_PRICE,SHARE_TYPE,TRANSACTION_SHARE_PRICE,TRANSACTION_SHARE_QUANTITY,SHARE_PRICE_3_MONTH,SHARE_PRICE_6_MONTH,SHARE_PRICE_1_YEAR,PERCENT_CHANGE_3_MONTH,PERCENT_CHANGE_6_MONTH,PERCENT_CHANGE_12_MONTH
Ronald Wyden,OR,Senate,Democratic,SQ,SQ US,US,Square Inc,Buy,8/24/2020,32500,Com A,151.79,214,207.78,268.08,270.17,36.89,76.61,77.99
Ronald Wyden,OR,Senate,Democratic,W,W US,US,Wayfair Inc,Buy,8/24/2020,75000,Com A,338,220,256.39,266.96,286.03,-24.14,-21.02,-15.38
Tomasz Malinowski,NJ,Congress,Democratic,MRK,MRK US,US,Merck & Co Inc,Buy,8/24/2020,32500,Com,81.45,398,76.55,71.45,77.72,-6.02,-12.28,-4.58
Gerald Moran,KS,Senate,Republican,BAC,BAC US,US,Bank of America Corp,Buy,8/21/2020,8000,Com,24.98,320,26.98,34.41,40.91,8.01,37.75,63.77
Gerald Moran,KS,Senate,Republican,CVS,CVS US,US,CVS Health Corp,Buy,8/21/2020,8000,Com,63.94,124,66.06,72.71,84.6,3.32,13.72,32.31
Gerald Moran,KS,Senate,Republican,CVX,CVX US,US,Chevron Corp,Buy,8/21/2020,16001,Com,85.08,188,85.73,95.92,96.73,0.76,12.74,13.69
Gerald Moran,KS,Senate,Republican,GILD,GILD US,US,Gilead Sciences Inc,Buy,8/21/2020,8000,Com,66.5,120,60.63,65.1,72.55,-8.83,-2.11,9.10
Gerald Moran,KS,Senate,Republican,INTC,INTC US,US,Intel Corp,Buy,8/21/2020,8000,Com,49.28,162,45.62,61.85,53.23,-7.43,25.51,8.02
Gerald Moran,KS,Senate,Republican,JNJ,JNJ US,US,Johnson & Johnson,Buy,8/21/2020,8000,Com,152.76,52,147.14,165.66,177.61,-3.68,8.44,16.27
Gerald Moran,KS,Senate,Republican,KR,KR US,US,Kroger Co,Buy,8/21/2020,16001,Com,35.91,444,32.76,34.37,46.74,-8.77,-4.29,30.16
Gerald Moran,KS,Senate,Republican,USB,USB US,US,US Bancorp Delaware,Buy,8/21/2020,8000,Com,35.21,226,43.24,49.3,56.17,22.81,40.02,59.53
Robert Gibbs,OH,Congress,Republican,JNJ,JNJ US,US,Johnson & Johnson,Buy,8/21/2020,8000,Com,152.76,52,147.14,165.66,177.61,-3.68,8.44,16.27
Rohit Khanna,CA,Congress,Democratic,WAB,#45161 US,US,Westinghouse Air Brake Co,Buy,8/21/2020,8000,Com,64.79,122,72.35,79.35,87.42,11.67,22.47,34.93
Rohit Khanna,CA,Congress,Democratic,NEP,NEP US,US,Nextera Energy Partners Lp,Buy,8/21/2020,8000,Stock Unit,62.03,128,64.1,78.79,79.08,3.34,27.02,27.49
Rohit Khanna,CA,Congress,Democratic,OKE,OKE US,US,Oneok Inc,Buy,8/21/2020,8000,Com NPV,26.88,296,33.3,45.99,51.98,23.88,71.09,93.38
Ronald Wyden,OR,Senate,Democratic,FDX,FDX US,US,Fedex Corp,Buy,8/21/2020,32500,Com,210.49,154,279.85,259.09,266.9,32.95,23.09,26.80
Ronald Wyden,OR,Senate,Democratic,NVDA,NVDA US,US,NVIDIA Corp,Buy,8/21/2020,75000,Com,126.84,590,134.4,149.06,219.58,5.96,17.52,73.12
Ronald Wyden,OR,Senate,Democratic,SQ,SQ US,US,Square Inc,Buy,8/21/2020,32500,Com A,155.1,208,191.66,270.94,270.44,23.57,74.69,74.36
Ronald Wyden,OR,Senate,Democratic,UPS,UPS US,US,United Parcel Service Inc,Buy,8/21/2020,75000,Com B,159.03,470,166.48,161,193,4.68,1.24,21.36
Theodore Yoho,FL,Congress,Republican,MS,MS US,US,Morgan Stanley,Buy,8/21/2020,32500,Com,51.1,636,58.63,75.45,102.16,14.74,47.65,99.92
Thomas Carper,DE,Senate,Democratic,GBIL,GBIL US,US,Goldman Sachs Access Treasury 0-1 Year ETF,Buy,8/21/2020,8000,Stock Unit,100.45,78,100.12,100.13,100.1,-0.33,-0.32,-0.35
Thomas Carper,DE,Senate,Democratic,LDP,LDP US,US,Cohen & Steers Ltd Duration Preferred & Income Fund Inc,Buy,8/21/2020,8000,Com,23.87,334,24.62,25.3,26.81,3.14,5.99,12.32
David Mckinley,VA,Congress,Republican,ATVI,ATVI US,US,Activision Blizzard Inc,Buy,8/20/2020,8000,Com,84,94,75.5,102.96,82.63,-10.12,22.57,-1.63
David Mckinley,VA,Congress,Republican,KMX,KMX US,US,Carmax Inc,Buy,8/20/2020,8000,Com,106.12,74,92.82,122.36,124.76,-12.53,15.30,17.57
David Mckinley,VA,Congress,Republican,NFLX,NFLX US,US,Netflix Inc,Buy,8/20/2020,8000,Com,497.9,16,481.79,557.28,546.88,-3.24,11.93,9.84
David Mckinley,VA,Congress,Republican,QCOM,QCOM US,US,Qualcomm Inc,Buy,8/20/2020,8000,Com,110.66,72,147.05,147.16,142.09,32.88,32.98,28.40
David Roe,TN,Congress,Republican,GPC,GPC US,US,Genuine Parts Co,Buy,8/20/2020,32500,Com,92.22,352,98.65,101.92,123.82,6.97,10.52,34.27
Deborah Dingell,MI,Congress,Democratic,WMT,WMT US,US,Walmart Inc,Buy,8/20/2020,8000,Com,130.57,60,149.09,145.66,151.45,14.18,11.56,15.99
Michael Mccaul,TX,Congress,Republican,NSIT,NSIT US,US,Insight Enterprises Inc,Buy,8/20/2020,16001,Com,57,280,70.27,84.24,96.41,23.28,47.79,69.14
Rohit Khanna,CA,Congress,Democratic,NEP,NEP US,US,Nextera Energy Partners Lp,Buy,8/20/2020,32500,Stock Unit,62.09,522,64.27,80.03,79.28,3.51,28.89,27.69
Ronald Wyden,OR,Senate,Democratic,NFLX,NFLX US,US,Netflix Inc,Buy,8/20/2020,24001,Com,497.9,48,481.79,557.28,546.88,-3.24,11.93,9.84
Charles Roberts,AR,Senate,Republican,WMT,WMT US,US,Walmart Inc,Buy,8/19/2020,8000,Com,132.41,60,149.37,145.66,150.11,12.81,10.01,13.37
James Banks,IN,Congress,Republican,SBUX,SBUX US,US,Starbucks Corp,Buy,8/19/2020,8000,Com NPV,77.63,102,98.6,106.15,114.32,27.01,36.74,47.26
Rohit Khanna,CA,Congress,Democratic,MU,MU US,US,Micron Technology Inc,Buy,8/19/2020,16001,Com,44.05,362,61.99,87.74,70.28,40.73,99.18,59.55
Ronald Wyden,OR,Senate,Democratic,FDX,FDX US,US,Fedex Corp,Buy,8/19/2020,32500,Com,207.88,156,285.05,261.83,267.56,37.12,25.95,28.71
Ronald Wyden,OR,Senate,Democratic,KR,KR US,US,Kroger Co,Buy,8/19/2020,32500,Com,36.22,896,31.9,33.66,45.93,-11.93,-7.07,26.81
Ronald Wyden,OR,Senate,Democratic,NVDA,NVDA US,US,NVIDIA Corp,Buy,8/19/2020,32500,Com,121.39,266,134.22,153.3,197.98,10.57,26.29,63.09
Ronald Wyden,OR,Senate,Democratic,UPS,UPS US,US,United Parcel Service Inc,Buy,8/19/2020,75000,Com B,160.34,466,168.88,161.75,194.06,5.33,0.88,21.03
Angus King,ME,Senate,Independent,VZ,VZ US,US,Verizon Communications Inc,Buy,8/18/2020,8000,Com,59.18,134,60.89,54.15,55.47,2.89,-8.50,-6.27
Brian Mast,FL,Congress,Republican,RXT,RXT US,US,Rackspace Technology Inc,Buy,8/18/2020,32500,Com,18.89,1720,15.58,25.14,13.4,-17.52,33.09,-29.06
Charles Roberts,AR,Senate,Republican,ABX,ABX CN,CN,Barrick Gold Corp,Buy,8/18/2020,8000,Com NPV,39.59,202,33.84,27.51,24.59,-14.52,-30.51,-37.89
Charles Roberts,AR,Senate,Republican,BBY,BBY US,US,Best Buy Co Inc,Buy,8/18/2020,8000,Com,110.52,72,118.65,120.75,110.1,7.36,9.26,-0.38
Charles Roberts,AR,Senate,Republican,GLD,GLD US,US,SPDR Gold Trust,Buy,8/18/2020,32500,Com NPV,188.18,172,177.15,168.24,167.1,-5.86,-10.60,-11.20
David Roe,TN,Congress,Republican,ADI,ADI US,US,Analog Devices Inc,Buy,8/18/2020,8000,Com,117.88,66,138.01,160.49,165.78,17.08,36.15,40.63
David Roe,TN,Congress,Republican,LSI,LSI US,US,Life Storage Inc,Buy,8/18/2020,8000,Com,68.73,116,77.67,81.69,120.47,13.01,18.86,75.28
John Rutherford,FL,Congress,Republican,CMCSA,CMCSA US,US,Comcast Corp,Buy,8/18/2020,8000,Com A,43.54,182,49.54,52.84,59.03,13.78,21.36,35.58
Michael Mccaul,TX,Congress,Republican,FCN,FCN US,US,FTI Consulting Inc,Buy,8/18/2020,40501,Com,117.07,344,106.17,107.02,143.52,-9.31,-8.58,22.59
Ronald Wyden,OR,Senate,Democratic,DHI,DHI US,US,D.R. Horton Inc,Buy,8/18/2020,32500,Com,73.54,440,74.13,78.96,93.44,0.80,7.37,27.06
Ronald Wyden,OR,Senate,Democratic,LOW,LOW US,US,Lowes Companies Inc,Buy,8/18/2020,32500,Com,157.91,204,161.9,174.06,199.73,2.53,10.23,26.48
Trey Hollingsworth,IN,Congress,Republican,EPD,EPD US,US,Enterprise Products Partners LP,Buy,8/18/2020,550000,Stock Unit,18.43,29842,18.95,21.92,21.84,2.82,18.94,18.50
Charles Roberts,AR,Senate,Republican,NVAX,NVAX US,US,Novavax Inc,Buy,8/17/2020,8000,Com,155.53,50,90.65,262.7,234.57,-41.72,68.91,50.82
David Roe,TN,Congress,Republican,IPG,IPG US,US,Interpublic Group Of Companies Inc,Buy,8/17/2020,32500,Com,18.58,1748,21.64,24.87,37.45,16.47,33.85,101.56
David Roe,TN,Congress,Republican,LSI,LSI US,US,Life Storage Inc,Buy,8/17/2020,32500,Com,68.22,476,77.67,81.69,120.96,13.85,19.74,77.31
David Roe,TN,Congress,Republican,POR,POR US,US,Portland General Electric Co,Buy,8/17/2020,8000,Com NPV,42.17,188,43.91,41.64,51.36,4.13,-1.26,21.79
Frederick Upton,MI,Congress,Republican,JCI,JCI US,US,Johnson Controls International Plc,Buy,8/17/2020,8000,Com,40.73,196,45.36,53,73,11.37,30.13,79.23
Gilbert Cisneros,CA,Congress,Democratic,CVET,CVET US,US,Covetrus Inc,Buy,8/17/2020,8000,Com,22.78,350,25.7,37.58,23.05,12.82,64.97,1.19
Kevin Hern,OK,Congress,Republican,TXN,TXN US,US,Texas Instruments Inc,Buy,8/17/2020,8000,Com,138.28,56,158.31,180.76,186.32,14.49,30.72,34.74
Lloyd Doggett,TX,Congress,Democratic,PG,PG US,US,Procter & Gamble Co,Buy,8/17/2020,8000,Com NPV,135.5,58,142.43,127.92,144.88,5.11,-5.59,6.92
Rohit Khanna,CA,Congress,Democratic,WAB,#45161 US,US,Westinghouse Air Brake Co,Buy,8/17/2020,8000,Com,68.44,116,71.57,80.42,88.49,4.57,17.50,29.30
Ronald Wyden,OR,Senate,Democratic,UPS,UPS US,US,United Parcel Service Inc,Buy,8/17/2020,75000,Com B,160.3,466,168.44,161.75,197.76,5.08,0.90,23.37
Walter Schrader,OR,Congress,Democratic,C,C US,US,Citigroup Inc,Buy,8/17/2020,8000,Com,51.42,154,50.4,64.12,71.62,-1.98,24.70,39.28
Walter Schrader,OR,Congress,Democratic,V,V US,US,Visa Inc,Buy,8/17/2020,8000,Com A,199.43,40,212.7,207.9,234.53,6.65,4.25,17.60
David Roe,TN,Congress,Republican,ACN,ACN US,US,Accenture Plc,Buy,8/14/2020,32500,Com A,230.25,140,238.15,256.94,328.25,3.43,11.59,42.56
David Roe,TN,Congress,Republican,AEP,AEP US,US,American Electric Power Co Inc,Buy,8/14/2020,8000,Com,82.95,96,89.64,80.01,90.3,8.07,-3.54,8.86
David Roe,TN,Congress,Republican,BLK,BLK US,US,Blackrock Inc,Buy,8/14/2020,32500,Com NPV,588.46,54,659.79,723.17,924.89,12.12,22.89,57.17
David Roe,TN,Congress,Republican,CR,CR US,US,Crane Co,Buy,8/14/2020,8000,Com,60.92,130,59.56,82.6,102.46,-2.23,35.59,68.19
David Roe,TN,Congress,Republican,CSCO,CSCO US,US,Cisco Systems Inc,Buy,8/14/2020,32500,Com,42.5,764,38.67,47.24,56.28,-9.01,11.15,32.42
David Roe,TN,Congress,Republican,CVX,CVX US,US,Chevron Corp,Buy,8/14/2020,32500,Com,90.35,358,80.67,92.52,100.92,-10.71,2.40,11.70
David Roe,TN,Congress,Republican,JNJ,JNJ US,US,Johnson & Johnson,Buy,8/14/2020,32500,Com,148.24,218,148.3,166.81,177.84,0.04,12.53,19.97
David Roe,TN,Congress,Republican,LMT,LMT US,US,Lockheed Martin Corp,Buy,8/14/2020,32500,Com,391.42,82,367.89,342.19,360.25,-6.01,-12.58,-7.96
David Roe,TN,Congress,Republican,PG,PG US,US,Procter & Gamble Co,Buy,8/14/2020,32500,Com NPV,135.1,240,142.15,128.22,144.64,5.22,-5.09,7.06
David Roe,TN,Congress,Republican,POR,POR US,US,Portland General Electric Co,Buy,8/14/2020,8000,Com NPV,42.41,188,42.63,42.85,50.94,0.52,1.04,20.11
David Roe,TN,Congress,Republican,PSX,PSX US,US,Phillips 66,Buy,8/14/2020,8000,Com,63.66,124,54.85,76.72,71.85,-13.84,20.52,12.87
David Roe,TN,Congress,Republican,ROK,ROK US,US,Rockwell Automation Inc,Buy,8/14/2020,32500,Com,232.05,140,235.08,244.75,319.42,1.31,5.47,37.65
David Roe,TN,Congress,Republican,TXN,TXN US,US,Texas Instruments Inc,Buy,8/14/2020,32500,Com,137.35,236,154.5,174.36,189.85,12.49,26.95,38.22
David Roe,TN,Congress,Republican,UNP,UNP US,US,Union Pacific Corp,Buy,8/14/2020,32500,Com,191.92,168,200.49,203.5,227.49,4.47,6.03,18.53
Earl Blumenauer,OR,Congress,Democratic,NWN,NWN US,US,Northwest Natural Holding Co,Buy,8/14/2020,8000,Com,53.5,148,47.82,46.67,53.04,-10.62,-12.77,-0.86
Kevin Hern,OK,Congress,Republican,ACN,ACN US,US,Accenture Plc,Buy,8/14/2020,8000,Com A,230.25,34,238.15,256.94,328.25,3.43,11.59,42.56
Kevin Hern,OK,Congress,Republican,MMP,MMP US,US,Magellan Midstream Partners Lp,Buy,8/14/2020,8000,Stock Unit,41.39,192,38.58,41.12,48.67,-6.79,-0.65,17.59
Kevin Hern,OK,Congress,Republican,OKE,OKE US,US,Oneok Inc,Buy,8/14/2020,8000,Com NPV,29.49,270,30.77,44.75,51.75,4.34,51.75,75.48
Lois Frankel,FL,Congress,Democratic,HAE,HAE US,US,Haemonetics Corp,Buy,8/14/2020,8000,Com,84.43,94,106.6,135.42,58.78,26.26,60.39,-30.38
Mark Green,TN,Congress,Republican,AM,AM US,US,Antero Midstream Corp,Buy,8/14/2020,75000,Com,7.31,10258,6.26,8.6,9.05,-14.36,17.65,23.80
Mark Green,TN,Congress,Republican,GEL,GEL US,US,Genesis Energy LP,Buy,8/14/2020,16001,Stock Unit,6.52,2454,5.17,6.72,8.27,-20.71,3.07,26.84
Mark Green,TN,Congress,Republican,GLP,GLP US,US,Global Partners Lp,Buy,8/14/2020,175000,Stock Unit,13.6,12866,15.66,19.64,20.32,15.15,44.41,49.41
Mark Green,TN,Congress,Republican,SHLX,SHLX US,US,Shell Midstream Partners LP,Buy,8/14/2020,8000,Stock Unit,11.85,674,9.33,11.39,12.26,-21.27,-3.88,3.46
Mark Green,TN,Congress,Republican,SPH,SPH US,US,Suburban Propane Partners Lp,Buy,8/14/2020,8000,Stock Unit,13.72,582,17.58,15.26,15.43,28.13,11.22,12.46
Mark Green,TN,Congress,Republican,SRLP,SRLP US,US,Sprague Resources Lp,Buy,8/14/2020,32500,Stock Unit,16.28,1996,16.25,21.68,18.39,-0.18,33.17,12.96
Mark Green,TN,Congress,Republican,WES,WES US,US,Western Midstream Partner Lp,Buy,8/14/2020,32500,Stock Unit,9.57,3396,10.58,16.6,19.48,10.55,73.46,103.55
Ronald Wyden,OR,Senate,Democratic,FDX,FDX US,US,Fedex Corp,Buy,8/14/2020,32500,Com,208.6,154,267.16,257.46,281.66,28.07,23.42,35.02
Ronald Wyden,OR,Senate,Democratic,PSA,PSA US,US,Public Storage,Buy,8/14/2020,32500,Com,200.24,162,231.81,234.1,318.11,15.77,16.91,58.86
Ronald Wyden,OR,Senate,Democratic,UPS,UPS US,US,United Parcel Service Inc,Buy,8/14/2020,32500,Com B,160.74,202,163.11,165.66,197.07,1.47,3.06,22.60
John Curtis,UT,Congress,Republican,C,C US,US,Citigroup Inc,Buy,8/13/2020,8000,Com,52.89,150,48.93,63.12,73.11,-7.49,19.34,38.23
John Curtis,UT,Congress,Republican,CSX,CSX US,US,CSX Corp,Buy,8/13/2020,8000,Com,24.67,324,30.01,29.49,33.87,21.65,19.54,37.29
Joshua Gottheimer,NJ,Congress,Democratic,SAM,SAM US,US,Boston Beer Co Inc,Buy,8/13/2020,8000,Com A,843.72,8,958.4,1146.98,633.86,13.59,35.94,-24.87
Lois Frankel,FL,Congress,Democratic,BURL,BURL US,US,Burlington Stores Inc,Buy,8/13/2020,8000,Com,192.4,40,221.51,263.99,342.85,15.13,37.21,78.20
Rohit Khanna,CA,Congress,Democratic,ILMN,ILMN US,US,Illumina Inc,Buy,8/13/2020,16001,Com,353.53,44,302.35,453,517.32,-14.48,28.14,46.33
David Roe,TN,Congress,Republican,VLO,VLO US,US,Valero Energy Corp,Buy,8/12/2020,8000,Com,55.12,144,49.96,64.79,67.25,-9.36,17.54,22.01
Francis Rooney,FL,Congress,Republican,AMP,AMP US,US,Ameriprise Financial Inc,Buy,8/12/2020,8000,Com,161.08,48,183.17,213.31,272.8,13.71,32.42,69.36
Francis Rooney,FL,Congress,Republican,BAC,BAC US,US,Bank of America Corp,Buy,8/12/2020,8000,Com,26.73,298,27.66,33.09,42.15,3.48,23.79,57.69
Francis Rooney,FL,Congress,Republican,CINF,CINF US,US,Cincinnati Financial Corp,Buy,8/12/2020,8000,Com,81.01,98,86.64,87.66,121.84,6.95,8.21,50.40
Francis Rooney,FL,Congress,Republican,CMCSA,CMCSA US,US,Comcast Corp,Buy,8/12/2020,8000,Com A,43.34,184,47.77,51.85,59.03,10.22,19.64,36.20
Francis Rooney,FL,Congress,Republican,GD,GD US,US,General Dynamics Corp,Buy,8/12/2020,8000,Com,156.41,50,151.31,159.64,199.17,-3.26,2.07,27.34
Francis Rooney,FL,Congress,Republican,HAS,HAS US,US,Hasbro Inc,Buy,8/12/2020,8000,Com,79.82,100,85.65,93.15,99.07,7.30,16.70,24.12
Francis Rooney,FL,Congress,Republican,KMI,KMI US,US,Kinder Morgan Inc,Buy,8/12/2020,8000,Com,14.49,552,12.89,14.73,17.3,-11.04,1.66,19.39
Francis Rooney,FL,Congress,Republican,MO,MO US,US,Altria Group Inc,Buy,8/12/2020,8000,Com,42.96,186,39.59,42.97,48.12,-7.84,0.02,12.01
Francis Rooney,FL,Congress,Republican,OTIS,OTIS US,US,Otis Worldwide Corp,Buy,8/12/2020,8000,Ord,64.9,122,65.74,63.73,90.2,1.29,-1.80,38.98
Francis Rooney,FL,Congress,Republican,PM,PM US,US,Philip Morris International Inc,Buy,8/12/2020,8000,Com NPV,79.69,100,74.75,85.99,100.01,-6.20,7.91,25.50
Francis Rooney,FL,Congress,Republican,RTX,RTX US,US,Raytheon Technologies Corp,Buy,8/12/2020,8000,Com,64.29,124,67.89,72.49,87.98,5.60,12.75,36.85
Francis Rooney,FL,Congress,Republican,SU,SU CN,CN,Suncor Energy Inc,Buy,8/12/2020,8000,Com NPV,17.41,458,14.62,17.66,19.52,-16.03,1.44,12.12
Gilbert Cisneros,CA,Congress,Democratic,CCMP,CCMP US,US,CMC Materials Inc,Buy,8/12/2020,8000,Com,168.97,46,168.75,173.01,121.39,-0.13,2.39,-28.16
Gilbert Cisneros,CA,Congress,Democratic,CRY,CRY US,US,Cryolife Inc,Buy,8/12/2020,8000,Com,20.86,382,20.93,25.9,25.5,0.34,24.16,22.24
Gilbert Cisneros,CA,Congress,Democratic,VIAV,VIAV US,US,Viavi Solutions Inc,Buy,8/12/2020,8000,Com,14.15,564,13.01,16.65,15.82,-8.06,17.67,11.80
Joshua Gottheimer,NJ,Congress,Democratic,CVET,CVET US,US,Covetrus Inc,Buy,8/12/2020,8000,Com,22.46,356,26.01,37.45,24.27,15.81,66.74,8.06
Lois Frankel,FL,Congress,Democratic,CB,CB US,US,Chubb Ltd,Buy,8/12/2020,8000,Com,130.28,60,151.5,166.18,181.68,16.29,27.56,39.45
Mark Green,TN,Congress,Republican,CEQP,CEQP US,US,Crestwood Equity Partners Lp,Buy,8/12/2020,32500,Stock Unit,15.07,2156,14.91,20.77,27.63,-1.06,37.82,83.34
Mark Green,TN,Congress,Republican,ET,ET US,US,Energy Transfer Lp,Buy,8/12/2020,16001,Stock Unit,6.55,2442,5.44,7.06,9.72,-16.95,7.79,48.40
Mark Green,TN,Congress,Republican,GEL,GEL US,US,Genesis Energy LP,Buy,8/12/2020,32500,Stock Unit,6.6,4924,5.5,6.65,8.66,-16.67,0.76,31.21
Mark Green,TN,Congress,Republican,GLOP,GLOP US,US,Gaslog Partners LP,Buy,8/12/2020,8000,Stock Unit,4.45,1796,2.38,3.43,3.96,-46.52,-22.92,-11.01
Mark Green,TN,Congress,Republican,NGL,NGL US,US,NGL Energy Partners Lp,Buy,8/12/2020,32500,Stock Unit,4.56,7126,2.46,2.64,1.51,-46.05,-42.11,-66.89
Mark Green,TN,Congress,Republican,PBFX,PBFX US,US,Pbf Logistics Lp,Buy,8/12/2020,8000,Stock Unit,11.14,718,8.79,10.24,12.65,-21.10,-8.08,13.55
Mark Green,TN,Congress,Republican,USAC,USAC US,US,Usa Compression Partners Lp,Buy,8/12/2020,8000,Stock Unit,12.46,642,10.71,14.78,15.5,-14.04,18.62,24.40
Mark Green,TN,Congress,Republican,USDP,USDP US,US,Usd Partners Lp,Buy,8/12/2020,8000,Stock Unit,4.21,1900,3.08,5.51,6.88,-26.84,30.88,63.42
Earl Blumenauer,OR,Congress,Democratic,F,F US,US,Ford Motor Co,Buy,8/11/2020,8000,Com,7.23,1106,8.2,11.56,13.93,13.42,59.89,92.67
Gilbert Cisneros,CA,Congress,Democratic,ABMD,ABMD US,US,Abiomed Inc,Buy,8/11/2020,8000,Com,294.87,26,279.61,325.86,319.88,-5.18,10.51,8.48
Gilbert Cisneros,CA,Congress,Democratic,TT,TT US,US,Trane Technologies Plc,Buy,8/11/2020,8000,Com,119.8,66,145.67,148.98,193.33,21.59,24.36,61.38
Gregory Gianforte,MT,Congress,Republican,VSAT,VSAT US,US,Viasat Inc,Buy,8/11/2020,40501,Com,41.9,966,36.3,57.26,55.19,-13.37,36.66,31.72
Mark Green,TN,Congress,Republican,CEQP,CEQP US,US,Crestwood Equity Partners Lp,Buy,8/11/2020,32500,Stock Unit,14.34,2266,14.79,20.77,27.22,3.14,44.84,89.82
Mark Green,TN,Congress,Republican,ENBL,ENBL US,US,Enable Midstream Partners Lp,Buy,8/11/2020,32500,Stock Unit,5.79,5612,4.73,5.82,8.06,-18.31,0.52,39.21
Mark Green,TN,Congress,Republican,ET,ET US,US,Energy Transfer Lp,Buy,8/11/2020,75000,Stock Unit,6.53,11484,5.6,7.06,9.54,-14.24,8.12,46.09
Mark Green,TN,Congress,Republican,GEL,GEL US,US,Genesis Energy LP,Buy,8/11/2020,32500,Stock Unit,6.52,4984,5.09,6.65,8.53,-21.93,1.99,30.83
Mark Green,TN,Congress,Republican,GLOP,GLOP US,US,Gaslog Partners LP,Buy,8/11/2020,8000,Stock Unit,4.31,1856,3.44,3.43,4.05,-20.19,-20.42,-6.03
Mark Green,TN,Congress,Republican,GLP,GLP US,US,Global Partners Lp,Buy,8/11/2020,8000,Stock Unit,13.03,612,15.23,19.45,20.94,16.88,49.27,60.71
Mark Green,TN,Congress,Republican,NGL,NGL US,US,NGL Energy Partners Lp,Buy,8/11/2020,32500,Stock Unit,4.37,7436,2.72,2.64,1.62,-37.76,-39.59,-62.93
Mark Green,TN,Congress,Republican,SPH,SPH US,US,Suburban Propane Partners Lp,Buy,8/11/2020,32500,Stock Unit,13.72,2368,15.95,15.11,15.96,16.25,10.13,16.33
Mark Green,TN,Congress,Republican,USAC,USAC US,US,Usa Compression Partners Lp,Buy,8/11/2020,8000,Stock Unit,12.12,660,10.38,14.78,15.67,-14.36,21.95,29.29
Mark Green,TN,Congress,Republican,USDP,USDP US,US,Usd Partners Lp,Buy,8/11/2020,8000,Stock Unit,3.86,2072,2.95,5.51,6.78,-23.58,42.75,75.65
Michael Mccaul,TX,Congress,Republican,AIG,AIG US,US,American International Group Inc,Buy,8/11/2020,107501,Com,31.98,3360,37.52,42.29,54.08,17.32,32.24,69.11
Michael Mccaul,TX,Congress,Republican,ANTM,ANTM US,US,Anthem Inc,Buy,8/11/2020,150001,Com,280.33,534,322.41,287.7,367.64,15.01,2.63,31.15
Michael Mccaul,TX,Congress,Republican,CNHI,CNHI US,US,CNH Industrial Nv,Buy,8/11/2020,40501,Ord,7.89,5132,9.73,14.39,17.48,23.32,82.38,121.55
Michael Mccaul,TX,Congress,Republican,WFC,WFC US,US,Wells Fargo & Co,Buy,8/11/2020,40501,Com,25.32,1598,24.22,33.4,50.66,-4.34,31.91,100.08
Ronald Wyden,OR,Senate,Democratic,DHI,DHI US,US,D.R. Horton Inc,Buy,8/11/2020,75000,Com,69.04,1086,64.95,82.96,98.45,-5.92,20.16,42.60
Ronald Wyden,OR,Senate,Democratic,F,F US,US,Ford Motor Co,Buy,8/11/2020,32500,Com,7.23,4494,8.2,11.56,13.93,13.42,59.89,92.67
Trey Hollingsworth,IN,Congress,Republican,EPD,EPD US,US,Enterprise Products Partners LP,Buy,8/11/2020,175000,Stock Unit,18.19,9620,17.68,21.38,22.66,-2.80,17.54,24.57
Austin Scott,GA,Congress,Republican,BE,BE US,US,Bloom Energy Corp,Buy,8/10/2020,8000,Ord A,13.03,612,15.53,42.65,23.11,19.19,227.32,77.36
Dean Phillips,MN,Congress,Democratic,ANET,ANET US,US,Arista Networks Inc,Buy,8/10/2020,8000,Com,55.62,142,65.42,80.02,92.93,17.62,43.87,67.08
Gilbert Cisneros,CA,Congress,Democratic,SHW,SHW US,US,Sherwin Williams Co,Buy,8/10/2020,8000,Com,217.08,36,230.25,241.34,296.07,6.07,11.18,36.39
Gregory Gianforte,MT,Congress,Republican,VSAT,VSAT US,US,Viasat Inc,Buy,8/10/2020,40501,Com,41.83,968,36.3,57.26,54.3,-13.22,36.89,29.81
John Boozman,AR,Senate,Republican,HAS,HAS US,US,Hasbro Inc,Buy,8/10/2020,8000,Com,78.97,100,85.4,93.15,98.68,8.14,17.96,24.96
Joshua Gottheimer,NJ,Congress,Democratic,CCMP,CCMP US,US,CMC Materials Inc,Buy,8/10/2020,8000,Com,165.26,48,168.4,173.01,123.28,1.90,4.69,-25.40
Kenneth Conaway,TX,Congress,Republican,AEP,AEP US,US,American Electric Power Co Inc,Buy,8/10/2020,32500,Com,85.94,378,90.26,80.98,88.75,5.03,-5.77,3.27
Kenneth Conaway,TX,Congress,Republican,CWB,CWB US,US,SPDR Bloomberg Barclays Convertible Securities ETF,Buy,8/10/2020,75000,Com,65.43,1146,73.8,90.7,86.06,12.79,38.62,31.53
Kenneth Conaway,TX,Congress,Republican,DGRO,DGRO US,US,BTC iShares Core Dividend Growth ETF,Buy,8/10/2020,75000,Stock Unit,40.5,1850,42.6,46.02,52.36,5.19,13.63,29.28
