REP_FULLNAME,REP_STATE,REP_TYPE,REP_PARTY,COMPANY_TICKER,COMPANY_CODE,COMPANY_COUNTRY,COMPANY_NAME,TRANSACTION_TYPE,TRANSACTION_DATE,TRANSACTION_PRICE,SHARE_TYPE,TRANSACTION_SHARE_PRICE,TRANSACTION_SHARE_QUANTITY,SHARE_PRICE_3_MONTH,SHARE_PRICE_6_MONTH,SHARE_PRICE_1_YEAR,PERCENT_CHANGE_3_MONTH,PERCENT_CHANGE_6_MONTH,PERCENT_CHANGE_12_MONTH
Rohit Khanna,CA,Congress,Democratic,MTD,MTD US,US,Mettler Toledo International Inc,Buy,5/13/2020,8000,Com,690.88,10,947.25,1179.58,1253.64,37.11,70.74,81.46
Rohit Khanna,CA,Congress,Democratic,MTN,MTN US,US,Vail Resorts Inc,Buy,5/13/2020,8000,Com,163.15,48,214.51,269.85,311.19,31.48,65.40,90.74
Rohit Khanna,CA,Congress,Democratic,ORLY,ORLY US,US,O'Reilly Automotive Inc,Buy,5/13/2020,8000,Com,389.89,20,454.02,455.04,554.42,16.45,16.71,42.20
Rohit Khanna,CA,Congress,Democratic,PGR,PGR US,US,Progressive Corp,Buy,5/13/2020,8000,Com,72.76,108,89.02,90.39,106.05,22.35,24.23,45.75
Rohit Khanna,CA,Congress,Democratic,QSR,QSR CN,CN,Restaurant Brands International Inc,Buy,5/13/2020,8000,Com NPV,49.96,160,55.49,58.08,66.69,11.07,16.25,33.49
Rohit Khanna,CA,Congress,Democratic,ROP,ROP US,US,Roper Technologies Inc,Buy,5/13/2020,8000,Com,352.59,22,434.71,390.21,437.44,23.29,10.67,24.06
Rohit Khanna,CA,Congress,Democratic,SBAC,SBAC US,US,SBA Communications Corp,Buy,5/13/2020,8000,Com A,284.09,28,295.64,297.47,283.17,4.07,4.71,-0.32
Rohit Khanna,CA,Congress,Democratic,SQ,SQ US,US,Square Inc,Buy,5/13/2020,8000,Com A,73.79,108,138.25,184.08,197.13,87.36,149.46,167.15
Rohit Khanna,CA,Congress,Democratic,TDG,TDG US,US,Transdigm Group Inc,Buy,5/13/2020,8000,Ord,320.05,24,490.23,568.32,586.57,53.17,77.57,83.27
Rohit Khanna,CA,Congress,Democratic,TRU,TRU US,US,Transunion,Buy,5/13/2020,8000,Com,72.8,108,88.05,95.45,105.56,20.95,31.11,45.00
Rohit Khanna,CA,Congress,Democratic,UHAL,UHAL US,US,Amerco,Buy,5/13/2020,8000,Com,285.73,26,356.25,388.71,612.13,24.68,36.04,114.23
Rohit Khanna,CA,Congress,Democratic,VMC,VMC US,US,Vulcan Materials Co,Buy,5/13/2020,8000,Com,93.05,84,133.24,135.68,190.05,43.19,45.81,104.25
Rohit Khanna,CA,Congress,Democratic,VRSK,VRSK US,US,Verisk Analytics Inc,Buy,5/13/2020,8000,Com NPV,154.43,50,187.89,196.31,173.58,21.67,27.12,12.40
Rohit Khanna,CA,Congress,Democratic,VRSN,VRSN US,US,Verisign Inc,Buy,5/13/2020,8000,Com,212.09,36,201.8,203.46,219.25,-4.85,-4.07,3.38
Rohit Khanna,CA,Congress,Democratic,WIX,WIX US,US,Wix.Com Ltd,Buy,5/13/2020,8000,Ord,166.2,48,268.59,254,222,61.61,52.83,33.57
Virginia Foxx,NC,Congress,Republican,EPD,EPD US,US,Enterprise Products Partners LP,Buy,5/13/2020,8000,Stock Unit,17.01,470,18.19,17.68,23.61,6.94,3.94,38.80
Rohit Khanna,CA,Congress,Democratic,DG,DG US,US,Dollar General Corp,Buy,5/13/2020,8000,Com,181.57,44,191.09,210.49,205.76,5.24,15.93,13.32
David Roe,TN,Congress,Republican,AAPL,AAPL US,US,Apple Inc,Buy,5/12/2020,8000,Com NPV,77.85,102,112.73,116.32,122.77,44.80,49.42,57.70
David Roe,TN,Congress,Republican,CMCSA,CMCSA US,US,Comcast Corp,Buy,5/12/2020,8000,Com A,35.35,226,43.02,47.18,56.62,21.70,33.47,60.17
David Roe,TN,Congress,Republican,CRM,CRM US,US,Salesforce Com Inc,Buy,5/12/2020,8000,Com,177.54,44,197.16,259.28,210.54,11.05,46.04,18.59
David Roe,TN,Congress,Republican,CVS,CVS US,US,CVS Health Corp,Buy,5/12/2020,8000,Com,63.35,126,65.71,67.53,83.38,3.73,6.60,31.62
David Roe,TN,Congress,Republican,CVX,CVX US,US,Chevron Corp,Buy,5/12/2020,8000,Com,91.1,86,89.73,79.4,107.37,-1.50,-12.84,17.86
David Roe,TN,Congress,Republican,DDOG,DDOG US,US,Datadog Inc,Buy,5/12/2020,8000,Com A,68.86,116,76.36,94.89,76.84,10.89,37.80,11.59
David Roe,TN,Congress,Republican,DG,DG US,US,Dollar General Corp,Buy,5/12/2020,8000,Com,181.73,44,193.29,210.49,205.87,6.36,15.83,13.28
David Roe,TN,Congress,Republican,HD,HD US,US,Home Depot Inc,Buy,5/12/2020,8000,Com,232.9,34,274.73,269.97,317,17.96,15.92,36.11
David Roe,TN,Congress,Republican,MS,MS US,US,Morgan Stanley,Buy,5/12/2020,8000,Com,38.42,208,50.58,56.02,83.68,31.65,45.81,117.80
David Roe,TN,Congress,Republican,PEP,PEP US,US,Pepsico Inc,Buy,5/12/2020,8000,Com,132.94,60,135.98,138.45,144.23,2.29,4.14,8.49
David Roe,TN,Congress,Republican,SHW,SHW US,US,Sherwin Williams Co,Buy,5/12/2020,8000,Com,184.49,42,217.08,230.25,279.84,17.66,24.80,51.68
David Roe,TN,Congress,Republican,SO,SO US,US,Southern Co,Buy,5/12/2020,8000,Com,55.52,144,55.07,62.32,64.36,-0.81,12.25,15.92
David Roe,TN,Congress,Republican,SQ,SQ US,US,Square Inc,Buy,5/12/2020,8000,Com A,75.21,106,139.34,184.08,206.67,85.27,144.75,174.79
Earl Blumenauer,OR,Congress,Democratic,BLK,BLK US,US,Blackrock Inc,Buy,5/12/2020,8000,Com NPV,454.44,16,580.2,666.02,823.5,27.67,46.56,81.21
Gregory Gianforte,MT,Congress,Republican,BABA,9988 HK,HK,Alibaba Group Holding Ltd,Buy,5/12/2020,175000,DR,200.31,872,248.13,290.53,219.9,23.87,45.04,9.78
David Roe,TN,Congress,Republican,CRM,CRM US,US,Salesforce Com Inc,Buy,5/11/2020,24000,Com,182.67,130,197.16,259.28,215.56,7.93,41.94,18.01
David Roe,TN,Congress,Republican,DG,DG US,US,Dollar General Corp,Buy,5/11/2020,32001,Com,183.04,174,193.29,210.49,213.9,5.60,15.00,16.86
David Roe,TN,Congress,Republican,SHW,SHW US,US,Sherwin Williams Co,Buy,5/11/2020,16000,Com,186.28,84,217.08,230.25,285.84,16.53,23.60,53.45
Francis Rooney,FL,Congress,Republican,BIAUX,BIAUX US,US,Brown Advisory Small-Cap Fundamental Value Fund Investor,Buy,5/11/2020,8000,Stock Unit,17.49,456,21.32,21.99,29.81,21.90,25.73,70.44
Gilbert Cisneros,CA,Congress,Democratic,CRY,CRY US,US,Cryolife Inc,Buy,5/11/2020,8000,Com,22.44,356,21.4,20.36,29.42,-4.63,-9.27,31.11
Gilbert Cisneros,CA,Congress,Democratic,V,V US,US,Visa Inc,Buy,5/11/2020,32500,Com A,183.56,176,196.79,212.68,225.48,7.21,15.86,22.84
Gilbert Cisneros,CA,Congress,Democratic,VIAV,VIAV US,US,Viavi Solutions Inc,Buy,5/11/2020,8000,Com,11.87,672,14.22,13.25,16.32,19.80,11.63,37.49
John Rutherford,FL,Congress,Republican,NCLH,NCLH US,US,Norwegian Cruise Line Holdings Ltd,Buy,5/11/2020,8000,Com,11.73,682,15.13,21.51,27.66,28.99,83.38,135.81
Joseph Morelle,NY,Congress,Democratic,ABBV,ABBV US,US,Abbvie Inc,Buy,5/11/2020,8000,Com,87.9,90,92.38,95.12,114.89,5.10,8.21,30.71
Kenneth Conaway,TX,Congress,Republican,DRI,DRI US,US,Darden Restaurants Inc,Buy,5/11/2020,32500,Com NPV,73.93,438,81.53,120.55,137.42,10.28,63.06,85.88
Kenneth Conaway,TX,Congress,Republican,JNJ,JNJ US,US,Johnson & Johnson,Buy,5/11/2020,32500,Com,149.11,216,148.03,146.08,168.88,-0.72,-2.03,13.26
Kenneth Conaway,TX,Congress,Republican,PG,PG US,US,Procter & Gamble Co,Buy,5/11/2020,32500,Com NPV,115.31,280,134.1,137.99,136.99,16.30,19.67,18.80
David Roe,TN,Congress,Republican,ALL,ALL US,US,Allstate Corp,Buy,5/8/2020,8000,Com,100.79,78,94.48,92.04,134.49,-6.26,-8.68,33.44
David Roe,TN,Congress,Republican,HIG,HIG US,US,Hartford Financial Services Group Inc,Buy,5/8/2020,8000,Com,36.35,220,41.58,38.21,65.89,14.39,5.12,81.27
David Roe,TN,Congress,Republican,IPG,IPG US,US,Interpublic Group Of Companies Inc,Buy,5/8/2020,8000,Com,17.32,460,18.53,18.9,32.79,6.99,9.12,89.32
David Roe,TN,Congress,Republican,NEE,NEE US,US,Nextera Energy Inc,Buy,5/8/2020,8000,Com,57.43,138,70.7,73.32,74.8,23.11,27.67,30.25
Earl Blumenauer,OR,Congress,Democratic,CVS,CVS US,US,CVS Health Corp,Buy,5/8/2020,8000,Com,63.12,126,64.12,60.37,85.85,1.58,-4.36,36.01
Francis Rooney,FL,Congress,Republican,VDIGX,VDIGX US,US,Vanguard Specialized Portfolios Dividend Growth Fund,Buy,5/8/2020,175000,Stock Unit,27.44,6376,29.99,31.37,37.04,9.29,14.32,34.99
Joshua Gottheimer,NJ,Congress,Democratic,BABA,9988 HK,HK,Alibaba Group Holding Ltd,Buy,5/8/2020,8000,DR,201.19,38,265.68,295.71,219.53,32.05,46.98,9.12
Michael Mccaul,TX,Congress,Republican,CMCSA,CMCSA US,US,Comcast Corp,Buy,5/8/2020,150000,Com A,36.53,4106,42.87,43.7,57.51,17.36,19.63,57.43
Ronald Wyden,OR,Senate,Democratic,UBER,UBER US,US,Uber Technologies Inc,Buy,5/8/2020,32500,Com,32.79,990,34.71,40.99,45.79,5.86,25.01,39.65
Steven Chabot,OH,Congress,Republican,ABBV,ABBV US,US,Abbvie Inc,Buy,5/8/2020,8000,Com,83.96,94,92.57,94.5,116.22,10.25,12.55,38.42
Susie Lee,NV,Congress,Democratic,AZO,AZO US,US,Autozone Inc,Buy,5/8/2020,8000,Com,1057.9,6,1178.37,1154.02,1519.62,11.39,9.09,43.64
Susie Lee,NV,Congress,Democratic,MNDT,MNDT US,US,Mandiant Inc,Buy,5/8/2020,8000,Com,12.18,656,15.5,14.81,19.54,27.26,21.59,60.43
Susie Lee,NV,Congress,Democratic,SBUX,SBUX US,US,Starbucks Corp,Buy,5/8/2020,8000,Com NPV,77.87,102,75.66,89.79,114.3,-2.84,15.31,46.78
Susie Lee,NV,Congress,Democratic,SHW,SHW US,US,Sherwin Williams Co,Buy,5/8/2020,8000,Com,183.23,42,218.19,241.33,288.65,19.08,31.71,57.53
Susie Lee,NV,Congress,Democratic,ULTA,ULTA US,US,Ulta Beauty Inc,Buy,5/8/2020,8000,Com NPV,230.07,34,204.01,217.32,322.34,-11.33,-5.54,40.11
Susie Lee,NV,Congress,Democratic,WDAY,WDAY US,US,Workday Inc,Buy,5/8/2020,8000,Com A,165.55,48,183.69,215.24,232.29,10.96,30.02,40.31
Joshua Gottheimer,NJ,Congress,Democratic,VIAV,VIAV US,US,Viavi Solutions Inc,Buy,5/7/2020,8000,Com,11.71,682,14.26,12.53,16.36,21.78,7.00,39.71
Roger Marshall,KS,Congress,Republican,GILD,GILD US,US,Gilead Sciences Inc,Buy,5/7/2020,8000,Com,77.61,102,69,58.83,66.54,-11.09,-24.20,-14.26
Rohit Khanna,CA,Congress,Democratic,DD,DD US,US,DuPont De Nemours Inc,Buy,5/7/2020,40501,Com,44.76,904,54.73,59.61,82.85,22.27,33.18,85.10
Ronald Wyden,OR,Senate,Democratic,BERY,BERY US,US,Berry Global Group Inc,Buy,5/7/2020,32500,Com,42.41,766,53,48.83,68.03,24.97,15.14,60.41
Ronald Wyden,OR,Senate,Democratic,BLL,BLL US,US,Ball Corp,Buy,5/7/2020,75000,Com NPV,65.89,1138,75.04,93.75,90.7,13.89,42.28,37.65
Ronald Wyden,OR,Senate,Democratic,BRY,BRY US,US,Berry Corp,Buy,5/7/2020,32500,Com,3.65,8904,4.55,2.84,6.2,24.66,-22.19,69.86
Ronald Wyden,OR,Senate,Democratic,STZ,STZ US,US,Constellation Brands Inc,Buy,5/7/2020,32500,Com A,164.77,196,173.43,184.84,240.92,5.26,12.18,46.22
Tomasz Malinowski,NJ,Congress,Democratic,PSIX,PSIX US,US,Power Solutions International Inc,Buy,5/7/2020,8000,Com,6.25,1280,4.05,4,6.1,-35.20,-36.00,-2.40
David Roe,TN,Congress,Republican,AEP,AEP US,US,American Electric Power Co Inc,Buy,5/6/2020,8000,Com,78.82,100,85.54,91.23,88.12,8.53,15.74,11.80
David Roe,TN,Congress,Republican,IPG,IPG US,US,Interpublic Group Of Companies Inc,Buy,5/6/2020,32500,Com,16.22,2002,18.51,18.92,32.93,14.12,16.65,103.02
David Roe,TN,Congress,Republican,MDT,MDT US,US,Medtronic Plc,Buy,5/6/2020,8000,Com,96.76,82,96.29,102.43,127.3,-0.49,5.86,31.56
David Roe,TN,Congress,Republican,MMC,MMC US,US,Marsh & Mclennan Companies Inc,Buy,5/6/2020,8000,Com,98.88,80,117.39,104.89,137.77,18.72,6.08,39.33
David Roe,TN,Congress,Republican,PSX,PSX US,US,Phillips 66,Buy,5/6/2020,8000,Com,71.91,110,61.85,47.96,85.61,-13.99,-33.31,19.05
David Roe,TN,Congress,Republican,WU,WU US,US,Western Union Co,Buy,5/6/2020,32500,Com,19.47,1668,24.19,20.33,25.28,24.24,4.42,29.84
Richard Blumenthal,CT,Senate,Democratic,GBDC,GBDC US,US,Golub Capital Bdc Inc,Buy,5/6/2020,16001,Com,10,1600,12.11,12.84,15.54,21.10,28.40,55.40
Joshua Gottheimer,NJ,Congress,Democratic,VIAV,VIAV US,US,Viavi Solutions Inc,Buy,5/5/2020,8000,Com,12.13,658,14.2,12.21,15.78,17.07,0.66,30.09
Michael Mccaul,TX,Congress,Republican,BRX,BRX US,US,Brixmor Property Group Inc,Buy,5/5/2020,40501,Com,10.94,3702,11.4,11.2,21.8,4.20,2.38,99.27
Roger Marshall,KS,Congress,Republican,DIS,DIS US,US,Walt Disney Co,Buy,5/5/2020,8000,Com,101.06,78,116.35,120.13,181.51,15.13,18.87,79.61
Roger Marshall,KS,Congress,Republican,GILD,GILD US,US,Gilead Sciences Inc,Buy,5/5/2020,8000,Com,79.14,100,71.73,58.53,66.51,-9.36,-26.04,-15.96
Ronald Wyden,OR,Senate,Democratic,BYND,BYND US,US,Beyond Meat Inc,Buy,5/5/2020,32500,Com,100.16,324,134.32,143.56,121.57,34.11,43.33,21.38
Ronald Wyden,OR,Senate,Democratic,DPZ,DPZ US,US,Dominos Pizza Inc,Buy,5/5/2020,75000,Com,371.46,200,387.03,376.03,431.89,4.19,1.23,16.27
Ronald Wyden,OR,Senate,Democratic,MCD,MCD US,US,McDonald's Corp,Buy,5/5/2020,32500,Com,179.24,180,194.4,212.56,235.04,8.46,18.59,31.13
Ronald Wyden,OR,Senate,Democratic,QSR,QSR CN,CN,Restaurant Brands International Inc,Buy,5/5/2020,32500,Com NPV,48.98,662,56.38,51.76,69.01,15.11,5.68,40.89
Thomas Suozzi,NY,Congress,Democratic,HFC,HFC US,US,HollyFrontier Corp,Buy,5/5/2020,32500,Com,31.34,1036,26.67,19.22,34.68,-14.90,-38.67,10.66
Virginia Foxx,NC,Congress,Republican,MFC,MFC CN,CN,Manulife Financial Corp,Buy,5/5/2020,8000,Com NPV,11.69,684,13.52,13.73,22.16,15.65,17.45,89.56
Adam Kinzinger,IL,Congress,Republican,USFD,USFD US,US,US Foods Holding Corp,Buy,5/4/2020,8000,Com,19.94,400,20.12,21.43,39.97,0.90,7.47,100.45
Charles Roberts,AR,Senate,Republican,AMZN,AMZN US,US,Amazon Com Inc,Buy,5/4/2020,32500,Com,2315.99,14,3111.89,3004.48,3311.87,34.37,29.73,43.00
Joshua Gottheimer,NJ,Congress,Democratic,CVX,CVX US,US,Chevron Corp,Buy,5/4/2020,8000,Com,91.44,86,84.81,72.15,106.11,-7.25,-21.10,16.04
Joshua Gottheimer,NJ,Congress,Democratic,PM,PM US,US,Philip Morris International Inc,Buy,5/4/2020,8000,Com NPV,73.31,108,76.53,71.63,94.91,4.39,-2.29,29.46
Roger Marshall,KS,Congress,Republican,BABA,9988 HK,HK,Alibaba Group Holding Ltd,Buy,5/4/2020,8000,DR,191.15,40,257.94,310.84,227.9,34.94,62.62,19.23
Roger Marshall,KS,Congress,Republican,AMD,AMD US,US,Advanced Micro Devices Inc,Buy,5/4/2020,8000,Com,52.56,152,77.67,74.7,78.61,47.77,42.12,49.56
Roger Marshall,KS,Congress,Republican,GILD,GILD US,US,Gilead Sciences Inc,Buy,5/4/2020,8000,Com,80.25,98,71.73,58.53,65.64,-10.62,-27.07,-18.21
Roger Marshall,KS,Congress,Republican,YETI,YETI US,US,Yeti Holdings Inc,Buy,5/4/2020,8000,Com,26.5,300,50.8,49.09,87.57,91.70,85.25,230.45
Virginia Foxx,NC,Congress,Republican,T,T US,US,AT&T Inc,Buy,5/4/2020,8000,Com,29.6,270,29.62,27.34,32.02,0.07,-7.64,8.18
Francis Rooney,FL,Congress,Republican,MRK,MRK US,US,Merck & Co Inc,Buy,5/3/2020,8000,Com,73.29,108,78.7,71.71,72.45,7.38,-2.16,-1.15
David Roe,TN,Congress,Republican,MSFT,MSFT US,US,Microsoft Corp,Buy,5/1/2020,8000,Com,174.57,44,203.9,202.68,251.86,16.80,16.10,44.27
David Roe,TN,Congress,Republican,NKE,NKE US,US,Nike Inc,Buy,5/1/2020,8000,Com B NPV,85.54,92,96.82,122.08,133.03,13.19,42.72,55.52
Earl Blumenauer,OR,Congress,Democratic,AMGN,AMGN US,US,Amgen Inc,Buy,5/1/2020,8000,Com,230.98,34,246.14,216.38,245.38,6.56,-6.32,6.23
Gregory Gianforte,MT,Congress,Republican,OSW,OSW US,US,Onespaworld Holdings Ltd,Buy,5/1/2020,32500,Com,5.96,5452,5.86,5.94,10.88,-1.68,-0.34,82.55
Joseph Courtney,CT,Congress,Democratic,BLL,BLL US,US,Ball Corp,Buy,5/1/2020,8000,Com NPV,65.61,120,73.45,88.73,93.26,11.95,35.24,42.14
Joseph Courtney,CT,Congress,Democratic,FISV,FISV US,US,Fiserv Inc,Buy,5/1/2020,8000,Com,100.25,78,100.45,93.52,120.07,0.20,-6.71,19.77
Rohit Khanna,CA,Congress,Democratic,MU,MU US,US,Micron Technology Inc,Buy,5/1/2020,8000,Com,45.06,176,50.74,50,85.02,12.61,10.96,88.68
Ronald Wyden,OR,Senate,Democratic,AMZN,AMZN US,US,Amazon Com Inc,Buy,5/1/2020,32500,Com,2286.04,14,3051.88,3162.78,3386.49,33.50,38.35,48.14
Steven Watkins,KS,Congress,Republican,AOFYX,AOFYX US,US,Alger Small Cap Focus Fund Class Y,Buy,5/1/2020,8000,Stock Unit,21.49,372,27.68,28.08,33.25,28.80,30.67,54.72
Steven Watkins,KS,Congress,Republican,FIPDX,FIPDX US,US,Fidelity Inflation-Protected Bond Index Fund,Buy,5/1/2020,8000,Stock Unit,10.51,760,10.89,10.97,11.05,3.62,4.38,5.14
Steven Watkins,KS,Congress,Republican,FSMDX,FSMDX US,US,Fidelity Mid Cap Index Fund,Buy,5/1/2020,8000,Stock Unit,19.07,418,22.6,23.09,30.75,18.51,21.08,61.25
Steven Watkins,KS,Congress,Republican,FSPSX,FSPSX US,US,Fidelity International Index Fund,Buy,5/1/2020,8000,Stock Unit,34.48,232,39.88,38.71,48.96,15.66,12.27,42.00
Steven Watkins,KS,Congress,Republican,FSRNX,FSRNX US,US,Fidelity Real Estate Index Fund,Buy,5/1/2020,8000,Stock Unit,12.57,636,13.59,12.66,17.05,8.11,0.72,35.64
Steven Watkins,KS,Congress,Republican,FSSNX,FSSNX US,US,Fidelity Small Cap Index Fund,Buy,5/1/2020,8000,Stock Unit,15.96,500,18.97,19.64,28.89,18.86,23.06,81.02
Steven Watkins,KS,Congress,Republican,FXAIX,FXAIX US,US,Fidelity 500 Index Fund,Buy,5/1/2020,8000,Unit,98.21,80,112.65,113.52,145.56,14.70,15.59,48.21
Steven Watkins,KS,Congress,Republican,MXIVX,MXIVX US,US,Great-West MFS International Value Fund,Buy,5/1/2020,8000,Stock Unit,9.21,868,10.74,10.35,12.86,16.61,12.38,39.63
Steven Watkins,KS,Congress,Republican,RNWGX,RNWGX US,US,American Funds New World Fund Inc Class R-6,Buy,5/1/2020,8000,Stock Unit,59.14,134,73.1,74.26,92.47,23.61,25.57,56.36
Charles Roberts,AR,Senate,Republican,MSFT,MSFT US,US,Microsoft Corp,Buy,4/30/2020,32500,Com,179.21,180,204.06,213.25,252.18,13.87,18.99,40.72
David Mckinley,VA,Congress,Republican,AAPL,AAPL US,US,Apple Inc,Buy,4/30/2020,16001,Com NPV,73.45,216,95.04,116.6,131.46,29.39,58.75,78.98
David Mckinley,VA,Congress,Republican,ABT,ABT US,US,Abbott Laboratories,Buy,4/30/2020,8000,Com NPV,92.09,86,102.52,108.58,120.08,11.33,17.91,30.39
David Mckinley,VA,Congress,Republican,ACN,ACN US,US,Accenture Plc,Buy,4/30/2020,16001,Com A,185.19,86,224.38,220.66,289.97,21.16,19.15,56.58
David Mckinley,VA,Congress,Republican,AKAM,AKAM US,US,Akamai Technologies Inc,Buy,4/30/2020,16001,Com,97.71,162,110.68,106.71,108.7,13.27,9.21,11.25
David Mckinley,VA,Congress,Republican,ANTM,ANTM US,US,Anthem Inc,Buy,4/30/2020,8000,Com,280.73,28,281.56,298.88,379.39,0.30,6.47,35.14
David Mckinley,VA,Congress,Republican,BDX,BDX US,US,Becton Dickinson & Co,Buy,4/30/2020,16001,Com,252.53,62,276.4,244.24,248.81,9.45,-3.28,-1.47
David Mckinley,VA,Congress,Republican,COST,COST US,US,Costco Wholesale Corp,Buy,4/30/2020,16001,Com,303,52,326.14,372.72,372.09,7.64,23.01,22.80
David Mckinley,VA,Congress,Republican,ECL,ECL US,US,Ecolab Inc,Buy,4/30/2020,776,Com,193.5,4,194.83,189.77,224.12,0.69,-1.93,15.82
David Mckinley,VA,Congress,Republican,EL,EL US,US,Estee Lauder Companies Inc,Buy,4/30/2020,16001,Com A,176.4,90,190.88,231.05,313.8,8.21,30.98,77.89
David Mckinley,VA,Congress,Republican,GOOGL,GOOGL US,US,Alphabet Inc,Buy,4/30/2020,16001,Com A NPV,1346.7,10,1523.51,1598.88,2353.5,13.13,18.73,74.76
David Mckinley,VA,Congress,Republican,GPN,GPN US,US,Global Payments Inc,Buy,4/30/2020,8000,Com,166.02,48,177.36,164.76,214.63,6.83,-0.76,29.28
David Mckinley,VA,Congress,Republican,HD,HD US,US,Home Depot Inc,Buy,4/30/2020,441,Com,219.83,2,264.66,276.84,323.67,20.39,25.93,47.24
David Mckinley,VA,Congress,Republican,J,J US,US,Jacobs Engineering Group Inc,Buy,4/30/2020,40501,Com,82.75,488,86.72,95.64,133.61,4.80,15.58,61.46
David Mckinley,VA,Congress,Republican,MA,MA US,US,Mastercard Inc,Buy,4/30/2020,16001,Com A,274.97,58,309.3,317.11,382.06,12.48,15.33,38.95
David Mckinley,VA,Congress,Republican,ORLY,ORLY US,US,O'Reilly Automotive Inc,Buy,4/30/2020,16001,Com,386.34,40,455.77,450.22,552.88,17.97,16.53,43.11
David Mckinley,VA,Congress,Republican,ROP,ROP US,US,Roper Technologies Inc,Buy,4/30/2020,8000,Com,341.03,22,437.16,394.6,446.44,28.19,15.71,30.91
David Mckinley,VA,Congress,Republican,RTX,RTX US,US,Raytheon Technologies Corp,Buy,4/30/2020,16001,Com,64.81,246,59.4,56.53,83.24,-8.35,-12.78,28.44
David Mckinley,VA,Congress,Republican,RTX,RTX US,US,Raytheon Technologies Corp,Buy,4/30/2020,40501,Com,64.81,624,59.4,56.53,83.24,-8.35,-12.78,28.44
David Mckinley,VA,Congress,Republican,SBUX,SBUX US,US,Starbucks Corp,Buy,4/30/2020,16001,Com NPV,76.73,208,77.42,90.05,114.49,0.90,17.36,49.21
David Mckinley,VA,Congress,Republican,SPGI,SPGI US,US,S&P Global Inc,Buy,4/30/2020,40501,Com,292.88,138,359.86,330.85,390.39,22.87,12.96,33.29
David Mckinley,VA,Congress,Republican,SYY,SYY US,US,Sysco Corp,Buy,4/30/2020,8000,Com,56.27,142,53.99,58.34,84.73,-4.05,3.68,50.58
David Mckinley,VA,Congress,Republican,TJX,TJX US,US,Tjx Companies Inc,Buy,4/30/2020,8100,Com,49.05,164,52.6,54.13,71,7.24,10.36,44.75
David Mckinley,VA,Congress,Republican,TMO,TMO US,US,Thermo Fisher Scientific Inc,Buy,4/30/2020,8000,Com,334.68,22,409.26,489.3,470.23,22.28,46.20,40.50
David Mckinley,VA,Congress,Republican,TSCO,TSCO US,US,Tractor Supply Co,Buy,4/30/2020,16001,Com,101.43,156,145.46,134.16,188.6,43.41,32.27,85.94
David Mckinley,VA,Congress,Republican,UNH,UNH US,US,UnitedHealth Group ,Buy,4/30/2020,8000,Com,292.47,26,306.68,320.51,398.8,4.86,9.59,36.36
David Mckinley,VA,Congress,Republican,WM,WM US,US,Waste Management Inc,Buy,4/30/2020,16001,Com,100.02,158,109.65,110.63,137.97,9.63,10.61,37.94
Francis Rooney,FL,Congress,Republican,CINF,CINF US,US,Cincinnati Financial Corp,Buy,4/30/2020,8000,Com,65.8,120,83.44,73.85,112.68,26.81,12.23,71.25
Gregory Gianforte,MT,Congress,Republican,HCSG,HCSG US,US,Healthcare Services Group Inc,Buy,4/30/2020,75000,Com,25.49,2942,26.29,22.69,29.95,3.14,-10.98,17.50
Gregory Gianforte,MT,Congress,Republican,OSW,OSW US,US,Onespaworld Holdings Ltd,Buy,4/30/2020,32500,Com,6.51,4992,5.95,6.25,10.66,-8.60,-3.99,63.75
Joshua Gottheimer,NJ,Congress,Democratic,FB,FB US,US,Facebook Inc,Buy,4/30/2020,8000,Com A,204.71,38,233.29,283.29,325.08,13.96,38.39,58.80
Joshua Gottheimer,NJ,Congress,Democratic,SGEN,SGEN US,US,Seagen Inc,Buy,4/30/2020,8000,Com,137.23,58,168.42,196.92,143.76,22.73,43.50,4.76
Lois Frankel,FL,Congress,Democratic,ETR,ETR US,US,Entergy Corp,Buy,4/30/2020,8000,Com,95.51,82,104.13,107.56,109.29,9.03,12.62,14.43
Rohit Khanna,CA,Congress,Democratic,HBI,HBI US,US,Hanesbrands Inc,Buy,4/30/2020,16001,Com,9.94,1608,14.64,17.5,21.06,47.28,76.06,111.87
Walter Schrader,OR,Congress,Democratic,ROST,ROST US,US,Ross Stores Inc,Buy,4/30/2020,8000,Com,91.36,86,88.43,91.45,130.94,-3.21,0.10,43.32
Charles Roberts,AR,Senate,Republican,BA,BA US,US,Boeing Co,Buy,4/29/2020,8000,Com,139,56,170.84,160.83,235.94,22.91,15.71,69.74
Charles Roberts,AR,Senate,Republican,BYND,BYND US,US,Beyond Meat Inc,Buy,4/29/2020,8000,Com,100.1,78,125.43,164.54,133.4,25.30,64.38,33.27
Charles Roberts,AR,Senate,Republican,MA,MA US,US,Mastercard Inc,Buy,4/29/2020,32500,Com A,283.69,114,306.33,318.06,388.95,7.98,12.12,37.10
Daniel Lipinski,IL,Congress,Democratic,ARKK,ARKK US,US,ARK Innovation ETF,Buy,4/29/2020,32500,Unit,56.63,572,79.35,97.2,121.76,40.12,71.64,115.01
Earl Blumenauer,OR,Congress,Democratic,BAC,BAC US,US,Bank of America Corp,Buy,4/29/2020,8000,Com,24.78,322,24.36,24.54,41.11,-1.69,-0.97,65.90
