REP_FULLNAME,REP_STATE,REP_TYPE,REP_PARTY,COMPANY_TICKER,COMPANY_CODE,COMPANY_COUNTRY,COMPANY_NAME,TRANSACTION_TYPE,TRANSACTION_DATE,TRANSACTION_PRICE,SHARE_TYPE,TRANSACTION_SHARE_PRICE,TRANSACTION_SHARE_QUANTITY,SHARE_PRICE_3_MONTH,SHARE_PRICE_6_MONTH,SHARE_PRICE_1_YEAR,PERCENT_CHANGE_3_MONTH,PERCENT_CHANGE_6_MONTH,PERCENT_CHANGE_12_MONTH,,,
James Banks,IN,Congress,Republican,RBLX,RBLX US,US,Roblox Corp,Buy,9/30/2021,8000,Com A,75.55,104,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Kevin Hern,OK,Congress,Republican,DGRO,DGRO US,US,BTC iShares Core Dividend Growth ETF,Buy,9/30/2021,16001,Stock Unit,50.24,318,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Kevin Hern,OK,Congress,Republican,DVN,DVN US,US,Devon Energy Corp,Buy,9/30/2021,16001,Com,35.51,450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Robert Wittman,VA,Congress,Republican,CONE,CONE US,US,Cyrusone Inc,Buy,9/30/2021,8000,Com,77.41,102,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,HBI,HBI US,US,Hanesbrands Inc,Buy,9/30/2021,8000,Com,17.16,466,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,NDAQ,NDAQ US,US,Nasdaq Inc,Buy,9/30/2021,8000,Com,193.02,40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,ALLE,ALLE US,US,Allegion Plc,Buy,9/30/2021,8000,Com,132.18,60,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,APD,APD US,US,Air Products & Chemicals Inc,Buy,9/30/2021,8000,Com,256.11,30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,BKE,BKE US,US,Buckle Inc,Buy,9/30/2021,8000,Com,39.59,202,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,CTAS,CTAS US,US,Cintas Corp,Buy,9/30/2021,8000,Com NPV,380.66,20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,DGE,DGE LN,LN,Diageo,Buy,9/30/2021,8000,Ord,1077.16,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,EL,EL US,US,Estee Lauder Companies Inc,Buy,9/30/2021,8000,Com A,299.93,26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,EXP,EXP US,US,Eagle Materials Inc,Buy,9/30/2021,8000,Com,131.16,60,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,GNRC,GNRC US,US,Generac Holdings Inc,Buy,9/30/2021,8000,Com,408.67,18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,INTU,INTU US,US,Intuit Inc,Buy,9/30/2021,8000,Com,539.51,14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,JNJ,JNJ US,US,Johnson & Johnson,Buy,9/30/2021,8000,Com,161.5,48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,KEYS,KEYS US,US,Keysight Technologies Inc,Buy,9/30/2021,8000,Com,164.29,48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,KLAC,KLAC US,US,KLA Corp,Buy,9/30/2021,8000,Com,334.51,22,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,MPWR,MPWR US,US,Monolithic Power Systems Inc,Buy,9/30/2021,8000,Com,484.68,16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,NFLX,NFLX US,US,Netflix Inc,Buy,9/30/2021,8000,Com,610.34,12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,PG,PG US,US,Procter & Gamble Co,Buy,9/30/2021,8000,Com NPV,139.8,56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,AEP,AEP US,US,American Electric Power Co Inc,Buy,9/30/2021,8000,Com,81.18,98,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,AMAT,AMAT US,US,Applied Materials Inc,Buy,9/30/2021,8000,Com,128.73,62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,AMZN,AMZN US,US,Amazon Com Inc,Buy,9/30/2021,8000,Com,3285.04,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,AWK,AWK US,US,American Water Works Company Inc,Buy,9/30/2021,8000,Ord NPV,169.04,46,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,BCE,BCE CN,CN,Bce Inc,Buy,9/30/2021,8000,Com NPV,50.06,158,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,CRL,CRL US,US,Charles River Laboratories International Inc,Buy,9/30/2021,8000,Com,412.67,18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,CSCO,CSCO US,US,Cisco Systems Inc,Buy,9/30/2021,8000,Com,54.43,146,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,DHR,DHR US,US,Danaher Corp,Buy,9/30/2021,8000,Com,304.44,26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,EQIX,EQIX US,US,Equinix Inc,Buy,9/30/2021,8000,Com NPV,790.13,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,ES,ES US,US,Eversource Energy,Buy,9/30/2021,8000,Com,81.76,96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,EXPE,EXPE US,US,Expedia Group Inc,Buy,9/30/2021,8000,Com,163.9,48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,FHN,FHN US,US,First Horizon Corp,Buy,9/30/2021,8000,Com,16.29,490,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,FITB,FITB US,US,Fifth Third Bancorp,Buy,9/30/2021,8000,Com NPV,42.44,188,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,HCA,HCA US,US,HCA Healthcare Inc,Buy,9/30/2021,8000,Com,242.72,32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,HIG,HIG US,US,Hartford Financial Services Group Inc,Buy,9/30/2021,8000,Com,70.25,112,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,MA,MA US,US,Mastercard Inc,Buy,9/30/2021,8000,Com A,347.68,22,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,NEE,NEE US,US,Nextera Energy Inc,Buy,9/30/2021,8000,Com,78.52,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,NNN,NNN US,US,National Retail Properties Inc,Buy,9/30/2021,8000,Com,43.19,184,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,NWL,NWL US,US,Newell Brands Inc,Buy,9/30/2021,8000,Com,22.14,360,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,ODFL,ODFL US,US,Old Dominion Freight Line Inc,Buy,9/30/2021,8000,Com,285.98,26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,PEP,PEP US,US,Pepsico Inc,Buy,9/30/2021,8000,Com,150.41,52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,PFE,PFE US,US,Pfizer Inc,Buy,9/30/2021,8000,Com,43.01,186,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,PLD,PLD US,US,Prologis Inc,Buy,9/30/2021,8000,Com,125.43,62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,QCOM,QCOM US,US,Qualcomm Inc,Buy,9/30/2021,8000,Com,128.98,62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,ROP,ROP US,US,Roper Technologies Inc,Buy,9/30/2021,8000,Com,446.13,16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,SPGI,SPGI US,US,S&P Global Inc,Buy,9/30/2021,8000,Com,424.89,18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,SYF,SYF US,US,Synchrony Financial,Buy,9/30/2021,8000,Com,48.88,162,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,T,T US,US,AT&T Inc,Buy,9/30/2021,8000,Com,27.01,296,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,TJX,TJX US,US,Tjx Companies Inc,Buy,9/30/2021,8000,Com,65.98,120,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Zoe Lofgren,CA,Congress,Democratic,VZ,VZ US,US,Verizon Communications Inc,Buy,9/30/2021,8000,Com,54.01,148,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,INTU,INTU US,US,Intuit Inc,Buy,9/29/2021,8000,Com,546.93,14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Morris Brooks,AL,Congress,Republican,D,D US,US,Dominion Energy Inc,Buy,9/29/2021,32500,Com NPV,74.35,436,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,PNC,PNC US,US,PNC Financial Services Group Inc,Buy,9/29/2021,8000,Com,197.44,40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,WAL,WAL US,US,Western Alliance Bancorporation,Buy,9/29/2021,8000,Com NPV,108.74,72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,GOOGL,GOOGL US,US,Alphabet Inc,Buy,9/28/2021,8000,Com C NPV,2716.6,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,NDAQ,NDAQ US,US,Nasdaq Inc,Buy,9/28/2021,8000,Com,190.96,40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Virginia Foxx,NC,Congress,Republican,PM,PM US,US,Philip Morris International Inc,Buy,9/28/2021,32500,Com NPV,98.42,330,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Kevin Hern,OK,Congress,Republican,WMB,WMB US,US,Williams Companies Inc,Buy,9/27/2021,8000,Com,26.04,306,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Mark Green,TN,Congress,Republican,ENBL,ENBL US,US,Enable Midstream Partners Lp,Buy,9/27/2021,75000,Stock Unit,8.18,9168,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Mark Green,TN,Congress,Republican,NS,NS US,US,Nustar Energy Lp,Buy,9/27/2021,175000,Stock Unit,16.13,10848,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Mark Green,TN,Congress,Republican,PBFX,PBFX US,US,Pbf Logistics Lp,Buy,9/27/2021,32500,Stock Unit,12.51,2596,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,NDAQ,NDAQ US,US,Nasdaq Inc,Buy,9/27/2021,8000,Com,195.78,40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Roy Blunt,MO,Senate,Republican,NRDY,NRDY US,US,Nerdy Inc,Buy,9/27/2021,8000,Com A,10.06,794,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Virginia Foxx,NC,Congress,Republican,BP/,BP/ LN,LN,BP,Buy,9/27/2021,8000,Ord,27.08,294,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Earl Blumenauer,OR,Congress,Democratic,LW,LW US,US,Lamb Weston Holdings Inc,Buy,9/24/2021,8000,Com,60.79,130,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Mark Green,TN,Congress,Republican,CAPL,CAPL US,US,CrossAmerica Partners LP,Buy,9/24/2021,32500,Stock Unit,19.79,1642,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Mark Green,TN,Congress,Republican,ENBL,ENBL US,US,Enable Midstream Partners Lp,Buy,9/24/2021,32500,Stock Unit,7.88,4124,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Mark Green,TN,Congress,Republican,GLP,GLP US,US,Global Partners Lp,Buy,9/24/2021,32500,Stock Unit,20.51,1584,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Mark Green,TN,Congress,Republican,PSXP,PSXP US,US,Phillips 66 Partners Lp,Buy,9/24/2021,75000,Stock Unit,35.73,2098,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Mark Green,TN,Congress,Republican,SHLX,SHLX US,US,Shell Midstream Partners LP,Buy,9/24/2021,75000,Stock Unit,11.91,6296,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,DFS,DFS US,US,Discover Financial Services,Buy,9/24/2021,8000,Com,130.01,60,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,JPM,JPM US,US,JP Morgan Chase & Co,Buy,9/24/2021,8000,Com,163.04,48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,MRK,MRK US,US,Merck & Co Inc,Buy,9/24/2021,8000,Com,73.61,108,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Susie Lee,NV,Congress,Democratic,AQUA,AQUA US,US,Evoqua Water Technologies Corp,Buy,9/24/2021,8000,Com,39.41,202,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Susie Lee,NV,Congress,Democratic,BAH,BAH US,US,Booz Allen Hamilton Holding Corp,Buy,9/24/2021,8000,Com A,79.14,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Susie Lee,NV,Congress,Democratic,ESI,ESI US,US,Element Solutions Inc,Buy,9/24/2021,8000,Com,22.05,362,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Susie Lee,NV,Congress,Democratic,FOUR,FOUR US,US,Shift4 Payments Inc,Buy,9/24/2021,8000,Com A,86.82,92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Susie Lee,NV,Congress,Democratic,SYNH,SYNH US,US,Syneos Health Inc,Buy,9/24/2021,8000,Ord A,96.31,82,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Trey Hollingsworth,IN,Congress,Republican,MMP,MMP US,US,Magellan Midstream Partners Lp,Buy,9/24/2021,32500,Stock Unit,46.2,702,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Kevin Hern,OK,Congress,Republican,ACN,ACN US,US,Accenture Plc,Buy,9/23/2021,175000,Com A,343,510,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Kevin Hern,OK,Congress,Republican,MDT,MDT US,US,Medtronic Plc,Buy,9/23/2021,175000,Com,130.64,1338,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Kevin Hern,OK,Congress,Republican,RTX,RTX US,US,Raytheon Technologies Corp,Buy,9/23/2021,375000,Com,86.75,4322,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Kevin Hern,OK,Congress,Republican,UNH,UNH US,US,UnitedHealth Group ,Buy,9/23/2021,375000,Com,408.03,918,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Mark Green,TN,Congress,Republican,CAPL,CAPL US,US,CrossAmerica Partners LP,Buy,9/23/2021,32500,Stock Unit,19.82,1638,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Mark Green,TN,Congress,Republican,ENBL,ENBL US,US,Enable Midstream Partners Lp,Buy,9/23/2021,32500,Stock Unit,8,4062,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Mark Green,TN,Congress,Republican,GLP,GLP US,US,Global Partners Lp,Buy,9/23/2021,32500,Stock Unit,20.54,1582,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Mark Green,TN,Congress,Republican,SHLX,SHLX US,US,Shell Midstream Partners LP,Buy,9/23/2021,75000,Stock Unit,12.01,6244,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,KO,KO US,US,Coca Cola Co,Buy,9/23/2021,8000,Com,54.04,148,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,NDAQ,NDAQ US,US,Nasdaq Inc,Buy,9/23/2021,8000,Com,195.58,40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,HBAN,HBAN US,US,Huntington Bancshares Inc,Buy,9/22/2021,16000,Com NPV,14.5,1102,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,EQH,EQH US,US,Equitable Holdings Inc,Buy,9/21/2021,8000,Com,28.02,284,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,MELI,MELI US,US,Mercadolibre Inc,Buy,9/20/2021,8000,Com,1820.7,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,HD,HD US,US,Home Depot Inc,Buy,9/20/2021,8000,Com,331.21,24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,SSYS,SSYS US,US,Stratasys Ltd,Buy,9/20/2021,75000,Com,22.2,3378,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Trey Hollingsworth,IN,Congress,Republican,EPD,EPD US,US,Enterprise Products Partners LP,Buy,9/20/2021,175000,Stock Unit,21.43,8166,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Trey Hollingsworth,IN,Congress,Republican,MMP,MMP US,US,Magellan Midstream Partners Lp,Buy,9/20/2021,75000,Stock Unit,45.99,1630,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
John Boozman,AR,Senate,Republican,VWO,VWO US,US,Vanguard FTSE Emerging Markets ETF,Buy,9/17/2021,8000,Unit,51.45,154,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Kevin Hern,OK,Congress,Republican,PXD,PXD US,US,Pioneer Natural Resources Co,Buy,9/17/2021,8000,Com,157.05,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Lloyd Doggett,TX,Congress,Democratic,HD,HD US,US,Home Depot Inc,Buy,9/17/2021,8000,Com,335.67,22,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Mark Green,TN,Congress,Republican,ENBL,ENBL US,US,Enable Midstream Partners Lp,Buy,9/17/2021,8000,Stock Unit,7.7,1038,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,BAC,BAC US,US,Bank of America Corp,Buy,9/17/2021,8000,Com,40.5,196,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,BK,BK US,US,Bank Of New York Mellon Corp,Buy,9/17/2021,16001,Com,51.15,312,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,FITB,FITB US,US,Fifth Third Bancorp,Buy,9/17/2021,16001,Com NPV,40.12,398,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,MRK,MRK US,US,Merck & Co Inc,Buy,9/17/2021,8000,Com,71.68,110,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,MS,MS US,US,Morgan Stanley,Buy,9/17/2021,8000,Com,101.75,78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
David Mckinley,VA,Congress,Republican,AVGO,AVGO US,US,Broadcom Inc,Buy,9/16/2021,65001,Com NPV,507.35,128,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,OR,OR FP,FP,L'Oreal,Buy,9/16/2021,8000,Ord,11.97,668,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Kevin Hern,OK,Congress,Republican,HD,HD US,US,Home Depot Inc,Buy,9/16/2021,8000,Com,336.39,22,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Lois Frankel,FL,Congress,Democratic,SWK,SWK US,US,Stanley Black & Decker Inc,Buy,9/16/2021,8000,Com,187.72,42,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Earl Blumenauer,OR,Congress,Democratic,BROS,BROS US,US,Dutch Bros Inc,Buy,9/15/2021,16000,Com A,36.68,436,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Kevin Hern,OK,Congress,Republican,NEE,NEE US,US,Nextera Energy Inc,Buy,9/15/2021,8000,Com,84.61,94,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Lois Frankel,FL,Congress,Democratic,SWK,SWK US,US,Stanley Black & Decker Inc,Buy,9/15/2021,8000,Com,185.71,42,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,HD,HD US,US,Home Depot Inc,Buy,9/15/2021,8000,Com,333.37,22,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Austin Scott,GA,Congress,Republican,BE,BE US,US,Bloom Energy Corp,Buy,9/14/2021,8000,Ord A,19.64,406,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
David Joyce,OH,Congress,Republican,MDY,MDY US,US,SPDR S&P Midcap 400 ETF,Buy,9/14/2021,8000,Unit,487.97,16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Marie Newman,IL,Congress,Democratic,COIN,COIN US,US,Coinbase Global Inc,Buy,9/14/2021,32500,Com A,243,132,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Mark Green,TN,Congress,Republican,NS,NS US,US,Nustar Energy Lp,Buy,9/14/2021,75000,Stock Unit,15.64,4794,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Mark Green,TN,Congress,Republican,PBFX,PBFX US,US,Pbf Logistics Lp,Buy,9/14/2021,75000,Stock Unit,12.13,6182,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Mark Green,TN,Congress,Republican,SHLX,SHLX US,US,Shell Midstream Partners LP,Buy,9/14/2021,175000,Stock Unit,11.4,15350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,HD,HD US,US,Home Depot Inc,Buy,9/14/2021,8000,Com,333.12,24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,MRK,MRK US,US,Merck & Co Inc,Buy,9/14/2021,8000,Com,72.11,110,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,PNC,PNC US,US,PNC Financial Services Group Inc,Buy,9/14/2021,8000,Com,188.35,42,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Walter Schrader,OR,Congress,Democratic,BIAWX,BIAWX US,US,Brown Advisory Sustainability Growth Fund Investor,Buy,9/14/2021,8000,Stock Unit,48.48,164,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Walter Schrader,OR,Congress,Democratic,BSIIX,BSIIX US,US,Strategic Income Opportunities Portfolio Institutional,Buy,9/14/2021,8000,Stock Unit,10.37,770,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Walter Schrader,OR,Congress,Democratic,JPM,JPM US,US,JP Morgan Chase & Co,Buy,9/14/2021,8000,Com,157.07,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Walter Schrader,OR,Congress,Democratic,NULG,NULG US,US,Nuveen ESG Large-Cap Growth ETF,Buy,9/14/2021,8000,Stock Unit,68.81,116,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Walter Schrader,OR,Congress,Democratic,VLUE,VLUE US,US,Ishares Trust,Buy,9/14/2021,8000,Unit,22.27,358,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Douglas Lamborn,CO,Congress,Republican,NTAP,NTAP US,US,NetApp Inc,Buy,9/13/2021,97501,Com NPV,91.75,1062,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
James Banks,IN,Congress,Republican,RBLX,RBLX US,US,Roblox Corp,Buy,9/13/2021,8000,Com A,84.65,94,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,MDB,MDB US,US,MongoDB Inc,Buy,9/13/2021,8000,Com A,485,16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Lloyd Doggett,TX,Congress,Democratic,IBM,IBM US,US,International Business Machines Corp,Buy,9/13/2021,8000,Com,131.96,60,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Lloyd Doggett,TX,Congress,Democratic,PPG,PPG US,US,PPG Industries Inc,Buy,9/13/2021,8000,Com,152.51,52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Robert Wittman,VA,Congress,Republican,TJX,TJX US,US,Tjx Companies Inc,Buy,9/13/2021,8000,Com,68.7,116,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Virginia Foxx,NC,Congress,Republican,XOM,XOM US,US,Exxon Mobil Corp,Buy,9/13/2021,8000,Com NPV,55.37,144,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
Walter Schrader,OR,Congress,Democratic,MSFT,MSFT US,US,Microsoft Corp,Buy,9/13/2021,8000,Com,296.99,26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
